 NOMBRE : TW-C40C.dat
 COMENTARIO : unknown. (cota superior)
 COST_MUL : 2
 DEMAND_MUL : 3
 VERTICES : 40
 ARISTAS_REQ : 60
 ARISTAS_NOREQ : 9
 VEHICULOS : 100
 CAPACIDAD : 75
 TIPO_COSTES_ARISTAS : EXPLICITOS 
 COSTE_TOTAL_REQ : 315
 LISTA_ARISTAS_REQ : 
 ( 6, 31)   tcoste 6.72307   scoste 8   demanda 10.2679   start 70   end 129
 ( 30, 31)   tcoste 2.87166   scoste 4   demanda 1.60536   start 87   end 128
 ( 9, 31)   tcoste 7.74802   scoste 8   demanda 6.54834   start 99   end 132
 ( 9, 33)   tcoste 2.82032   scoste 6   demanda 1.29173   start 148   end 188
 ( 32, 33)   tcoste 3.79102   scoste 4   demanda 0   start 100   end 163
 ( 29, 30)   tcoste 3.62107   scoste 3   demanda 7.32909   start 80   end 122
 ( 29, 32)   tcoste 3.86519   scoste 5   demanda 7.40532   start 70   end 109
 ( 6, 29)   tcoste 5.70861   scoste 5   demanda 5.72087   start 95   end 166
 ( 6, 27)   tcoste 7.03468   scoste 7   demanda 9.3103   start 122   end 155
 ( 6, 15)   tcoste 6.159   scoste 7   demanda 2.66414   start 176   end 217
 ( 13, 32)   tcoste 2.53331   scoste 6   demanda 6.85503   start 136   end 184
 ( 27, 28)   tcoste 3.43723   scoste 4   demanda 3.48742   start 80   end 116
 ( 15, 28)   tcoste 5.2798   scoste 4   demanda 3.27728   start 96   end 166
 ( 16, 28)   tcoste 6.81953   scoste 5   demanda 4.25129   start 112   end 168
 ( 26, 27)   tcoste 3.47256   scoste 5   demanda 10.1937   start 124   end 173
 ( 15, 16)   tcoste 4.00617   scoste 4   demanda 2.84828   start 189   end 225
 ( 13, 14)   tcoste 4.82381   scoste 5   demanda 7.3529   start 109   end 166
 ( 1, 14)   tcoste 5.14206   scoste 5   demanda 8.15557   start 136   end 196
 ( 13, 34)   tcoste 8.35768   scoste 5   demanda 1.30951   start 168   end 218
 ( 34, 35)   tcoste 4.99731   scoste 4   demanda 6.62241   start 135   end 187
 ( 2, 35)   tcoste 6.11324   scoste 6   demanda 2.03536   start 102   end 154
 ( 2, 3)   tcoste 7.98636   scoste 14   demanda 1.11729   start 124   end 166
 ( 2, 7)   tcoste 8.63846   scoste 9   demanda 2.02466   start 154   end 191
 ( 7, 34)   tcoste 3.46756   scoste 4   demanda 6.37801   start 81   end 119
 ( 1, 13)   tcoste 5.05722   scoste 4   demanda 9.24823   start 79   end 129
 ( 12, 13)   tcoste 2.18242   scoste 4   demanda 1.10656   start 147   end 207
 ( 1, 12)   tcoste 2.65609   scoste 3   demanda 13.3739   start 177   end 217
 ( 8, 12)   tcoste 3.29724   scoste 4   demanda 2.73935   start 179   end 217
 ( 1, 11)   tcoste 3.17719   scoste 3   demanda 3.87909   start 90   end 129
 ( 11, 16)   tcoste 5.15458   scoste 5   demanda 6.91804   start 89   end 200
 ( 16, 26)   tcoste 3.01304   scoste 4   demanda 3.16102   start 79   end 120
 ( 11, 23)   tcoste 4.16353   scoste 4   demanda 1.24702   start 91   end 131
 ( 23, 26)   tcoste 4.31736   scoste 5   demanda 3.79821   start 136   end 176
 ( 8, 11)   tcoste 3.9512   scoste 5   demanda 0   start 167   end 208
 ( 7, 8)   tcoste 4.24744   scoste 5   demanda 9.61237   start 119   end 157
 ( 7, 17)   tcoste 5.47784   scoste 6   demanda 2.07889   start 135   end 206
 ( 3, 17)   tcoste 5.08054   scoste 6   demanda 7.71242   start 91   end 139
 ( 3, 18)   tcoste 4.46165   scoste 5   demanda 0   start 79   end 123
 ( 8, 20)   tcoste 5.93155   scoste 6   demanda 7.8185   start 84   end 116
 ( 18, 20)   tcoste 5.49322   scoste 4   demanda 3.622   start 79   end 217
 ( 18, 19)   tcoste 3.45013   scoste 3   demanda 3.66104   start 111   end 174
 ( 19, 20)   tcoste 4.48801   scoste 5   demanda 1.08086   start 97   end 186
 ( 4, 19)   tcoste 7.79732   scoste 8   demanda 1.43144   start 88   end 144
 ( 4, 20)   tcoste 5.01763   scoste 5   demanda 0.962723   start 79   end 128
 ( 8, 10)   tcoste 4.53864   scoste 4   demanda 11.8015   start 96   end 144
 ( 10, 21)   tcoste 4.29273   scoste 5   demanda 6.09368   start 122   end 184
 ( 10, 22)   tcoste 9.12198   scoste 6   demanda 3.96266   start 154   end 196
