 NOMBRE : TW-C20B.dat
 COMENTARIO : unknown. (cota superior)
 COST_MUL : 1
 DEMAND_MUL : 3
 VERTICES : 20
 ARISTAS_REQ : 27
 ARISTAS_NOREQ : 4
 VEHICULOS : 100
 CAPACIDAD : 25
 TIPO_COSTES_ARISTAS : EXPLICITOS 
 COSTE_TOTAL_REQ : 105
 LISTA_ARISTAS_REQ : 
 ( 15, 16)   tcoste 9.09994   scoste 8   demanda 6.38158   start 0   end 70
 ( 16, 17)   tcoste 3.23304   scoste 4   demanda 9.94246   start 30   end 80
 ( 15, 19)   tcoste 4.03851   scoste 4   demanda 5.05745   start 32   end 82
 ( 18, 19)   tcoste 2.97045   scoste 3   demanda 7.5192   start 29   end 69
 ( 2, 17)   tcoste 2.07134   scoste 3   demanda 13.0385   start 0   end 39
 ( 1, 2)   tcoste 4.09727   scoste 4   demanda 3.59914   start 0   end 44
 ( 2, 3)   tcoste 2.86127   scoste 4   demanda 7.7291   start 3   end 36
 ( 3, 6)   tcoste 6.20144   scoste 7   demanda 3.50855   start 5   end 47
 ( 18, 20)   tcoste 3.40197   scoste 3   demanda 0.69624   start 37   end 78
 ( 1, 20)   tcoste 4.49717   scoste 4   demanda 4.86802   start 3   end 44
 ( 1, 4)   tcoste 2.80667   scoste 3   demanda 9.86323   start 14   end 48
 ( 1, 9)   tcoste 2.89719   scoste 4   demanda 4.40425   start 27   end 60
 ( 10, 20)   tcoste 2.85894   scoste 3   demanda 0   start 31   end 69
 ( 4, 5)   tcoste 1.95818   scoste 2   demanda 1.44354   start 27   end 66
 ( 4, 7)   tcoste 3.6598   scoste 4   demanda 6.83566   start 17   end 50
 ( 5, 6)   tcoste 3.45695   scoste 3   demanda 5.52068   start 54   end 99
 ( 6, 7)   tcoste 4.99727   scoste 5   demanda 0   start 27   end 61
 ( 7, 8)   tcoste 6.052   scoste 5   demanda 0.799396   start 28   end 66
 ( 8, 9)   tcoste 2.45326   scoste 3   demanda 9.779   start 34   end 69
 ( 8, 11)   tcoste 3.22715   scoste 4   demanda 5.46673   start 21   end 55
 ( 10, 11)   tcoste 3.36782   scoste 4   demanda 1.03546   start 44   end 79
 ( 9, 10)   tcoste 3.58346   scoste 3   demanda 5.94823   start 39   end 72
 ( 10, 14)   tcoste 3.08742   scoste 4   demanda 0.982368   start 28   end 72
 ( 14, 15)   tcoste 3.14144   scoste 3   demanda 5.93832   start 33   end 77
 ( 13, 15)   tcoste 4.92559   scoste 6   demanda 12.0888   start 24   end 59
 ( 13, 14)   tcoste 3.70965   scoste 3   demanda 7.54968   start 29   end 77
 ( 12, 13)   tcoste 2.07437   scoste 2   demanda 3.75644   start 39   end 84
 ( 11, 12)   tcoste 2.45026   scoste 3   demanda 2.49601   start 29   end 68
 ( 11, 14)   tcoste 5.69091   scoste 5   demanda 9.88018   start 39   end 77
 LISTA_ARISTAS_NOREQ : 
 ( 17, 18)   coste 5.19803
 ( 1, 3)   coste 6.3552
 DEPOSITO :   1
